Data Source																																																															
																																																															
Last Updated Date																																																															
																																																															
Country Name	Sex	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021
Nauru	male	2917	3050	3160	3280	3417	3571	3675	3720	3803	3904	3975	4026	4072	4120	4169	4215	4261	4321	4361	4374	4390	4407	4392	4460	4570	4615	4674	4741	4824	4918	5019	5129	5213	5258	5287	5309	5329	5340	5348	5353	5354	5349	5340	5329	5316	5298	5272	5247	5228	5217	5221	5247	5333	5457	5580	5706	5832	5953	6074	6177	6266	6361
New Zealand	male	1191787	1215886	1246966	1271025	1297055	1318284	1341769	1364471	1374008	1384758	1403630	1424830	1450073	1478616	1509444	1538690	1551770	1555625	1554796	1547182	1547938	1552912	1567299	1587784	1600335	1608876	1607167	1619361	1621365	1626501	1639624	1720131	1738511	1759265	1783517	1810761	1840162	1863331	1877523	1884922	1893809	1903542	1936564	1975073	2003827	2025120	2048505	2066607	2083721	2104531	2127776	2143639	2155304	2173160	2212236	2260747	2315033	2366653	2414161	2461701	2522257	2538828
OECD members	male	395600885	401147830	406810329	412468303	418152258	423647222	428833198	433883199	438880452	443955339	449066985	455157417	460613451	465865542	471005009	475984722	480565117	485100400	489708747	494374075	499004108	503503333	507789762	511962891	515963331	519990283	524111079	528265327	532494389	536983672	541822847	547292114	552599000	557660135	562428900	567052122	571582279	576105528	580474360	584868196	589199808	593696604	598188844	602632769	607134591	611593953	616167592	620909383	625688877	630045536	634143585	637493575	641708276	646103803	650720616	655250695	659791603	663965145	667859120	671270155	674865768	675931762
Oman	male	269239	273981	279155	284733	290714	297097	303865	311041	318649	326704	335214	344246	353813	364014	377005	393678	413248	435834	461015	488360	517524	548858	582678	618446	655388	706141	770179	834102	898130	962313	1026621	1090893	1154813	1216149	1254400	1271419	1287526	1302729	1317097	1330762	1343767	1356102	1367695	1379044	1401157	1433559	1465443	1497064	1528791	1561101	1708903	1973564	2240160	2459562	2591374	2714401	2866336	2960916	2971367	2924701	2820785	2761768
Other small states	male	4392617	4476165	4573193	4671839	4766423	4854584	4941706	5036777	5141129	5245464	5354264	5473464	5603239	5743282	5890568	6051410	6223630	6403372	6583077	6758816	6933141	7104280	7278296	7457879	7641899	7835552	8034163	8234785	8440714	8669180	8903987	9122431	9286794	9442031	9612805	9776100	9954061	10140886	10334982	10540140	10747793	10951975	11156149	11362755	11579536	11851205	12228094	12665755	13102699	13490518	13795625	14067906	14370208	14716598	15121636	15558652	15972252	16326039	16612431	16854977	17014298	17156724
Pakistan	male	24795178	25363721	25930189	26526519	27153709	27810773	28501400	29228649	29988206	30776207	31594424	32382253	33192037	34091252	35033843	36033414	37095743	38216474	39396326	40711907	42323346	44149230	45930130	47557446	49019878	50585068	52349211	54186251	56068126	57945452	59844215	61767894	63389141	65019628	66919877	68906276	71012953	73104663	75217269	77366201	79746052	82212668	84278393	86127265	88049526	89942008	91810143	93744001	95745628	97833204	99987484	102047023	103831984	105378643	106815000	107983708	108894512	110003086	111438323	113015042	114815641	116815852
Panama	male	573380	590319	608065	626577	645707	665293	685310	705714	726438	747457	768741	790338	812266	834361	856513	878700	900848	922947	945053	967300	989870	1012894	1036431	1060506	1084972	1109603	1134401	1159345	1184399	1209320	1234559	1260244	1286067	1312313	1338985	1366096	1393671	1421693	1450127	1478953	1508117	1537633	1567505	1597706	1628444	1659586	1690750	1722008	1753495	1785120	1816819	1848911	1881611	1914627	1947968	1981879	2016278	2050907	2085213	2118501	2148870	2176523
Peru	male	5114541	5268511	5426462	5587642	5753445	5924127	6098458	6276471	6458456	6644864	6821666	6998792	7189645	7378943	7565452	7752190	7938665	8132080	8334638	8540477	8754121	8972360	9190956	9413896	9638776	9864692	10091736	10319579	10552381	10789246	11028476	11262762	11492270	11723006	11956534	12189353	12418047	12646350	12871958	13088603	13290367	13472595	13635757	13784608	13925077	14057586	14180761	14296701	14388026	14461087	14545483	14647747	14765435	14894870	15041702	15215665	15428091	15666065	15961942	16268182	16499432	16695110
Philippines	male	14373150	14789540	15196999	15610906	16032348	16462464	16897874	17339740	17789451	18239609	18726386	19267268	19824405	20380367	20928793	21458433	21977608	22532517	23129848	23734871	24352778	24987212	25627310	26278901	26938220	27598948	28258743	28921981	29603531	30300839	31029508	31785071	32553584	33341505	34144440	34963739	35828416	36731484	37632982	38524491	39394372	40249236	41101162	41950313	42802430	43650124	44491550	45333001	46168861	46992939	47832279	48706658	49587787	50455169	51299898	52189304	53151806	54121554	55072020	56011134	56947945	57817463
Palau	male	4773	4867	4973	5085	5205	5330	5464	5564	5614	5652	5773	6011	6289	6526	6604	6569	6526	6481	6436	6383	6361	6452	6630	6823	7029	7249	7460	7656	7852	8050	8236	8414	8598	8786	8986	9220	9524	9879	10229	10559	10767	10804	10784	10767	10744	10666	10523	10358	10190	10013	9830	9637	9450	9389	9443	9454	9431	9409	9389	9379	9377	9380
Papua New Guinea	male	1051395	1076697	1101048	1125621	1150302	1175463	1201905	1229360	1257710	1287501	1318606	1350759	1383149	1415339	1447523	1479770	1512183	1544809	1577594	1610517	1643752	1678416	1714717	1752075	1790563	1830160	1870802	1912453	1955086	1999899	2050970	2113559	2186510	2264275	2344706	2427513	2512733	2600588	2690481	2782545	2876874	2974119	3074522	3177073	3281496	3387691	3495994	3606247	3718410	3832285	3947886	4062416	4174386	4285535	4396106	4505977	4614885	4722981	4830369	4936763	5039466	5137884
Poland	male	14337906	14507503	14685065	14890384	15106342	15262754	15384068	15537724	15691254	15817111	15873984	15934423	16073711	16228047	16393099	16566334	16739409	16904741	17039712	17176794	17337360	17496846	17661253	17832093	17998382	18147381	18273043	18376265	18446798	18504522	18569700	18626452	18673543	18712487	18744253	18761167	18767504	18772067	18769921	18757096	18574609	18585200	18570141	18551268	18533816	18518319	18497199	18476559	18471142	18479746	18424911	18432087	18428967	18415399	18399901	18385857	18375539	18376132	18375538	18370296	18334153	18253255
Pre-demographic dividend	male	93572665	95759472	98078243	100505736	103033798	105660135	108363592	111141394	114021637	117008392	120110530	123328753	126630360	130106257	133832243	137744406	141749359	145913307	150449978	155198738	159624325	163459244	167540874	172144354	176993198	181999102	186984847	192028061	196968921	202159212	207343796	212427873	218438031	225327013	232862777	240205150	246606953	253065645	260048997	267449362	275014886	282829677	291480555	300530219	309497052	318770152	328099053	337238479	347109225	357700591	368443149	379586855	391185800	403098015	415118095	427171262	439508269	452148970	464957566	478032525	491439282	504890963
Puerto Rico	male	1166961	1186336	1210046	1235229	1257859	1275617	1288988	1297498	1304327	1314511	1330533	1351321	1377333	1406429	1434980	1460733	1484151	1505093	1523893	1541625	1559298	1576568	1593108	1609061	1624644	1639986	1655036	1669823	1684388	1698782	1712987	1724188	1734388	1747958	1762962	1777984	1796830	1812522	1822017	1830326	1834657	1837888	1839516	1839889	1839437	1835889	1827182	1815530	1803873	1792996	1782757	1760954	1738428	1717183	1687782	1656529	1622693	1581656	1516369	1513740	1552561	1541554
Portugal	male	4237624	4270284	4299412	4315071	4315540	4295981	4260881	4230006	4207433	4164392	4121322	4104396	4105556	4114258	4178807	4347394	4479637	4534049	4589701	4644979	4700239	4743925	4774026	4797314	4816916	4830648	4835231	4833963	4828377	4820266	4808705	4796177	4790654	4795404	4808539	4826454	4846075	4869151	4895289	4924970	4962453	4999948	5024837	5038307	5046015	5051464	5056828	5062560	5063844	5061271	5056705	5041558	5012623	4976418	4940387	4912125	4891543	4874665	4859701	4855992	4859349	4871266
Paraguay	male	939417	962822	987145	1012387	1038361	1064834	1091612	1118490	1145449	1172569	1199976	1228109	1257627	1289893	1324441	1359742	1395843	1432945	1471120	1510766	1552451	1596416	1641914	1688589	1736779	1786467	1837604	1889985	1943547	1997833	2052617	2107809	2163065	2218285	2273399	2328184	2382421	2436036	2488820	2540168	2589005	2632691	2669782	2702423	2733019	2762367	2790367	2817256	2843994	2872003	2904393	2941517	2980731	3021458	3063559	3106699	3150499	3194330	3237726	3280434	3323985	3365265
West Bank and Gaza	male																															993208	1039325	1087549	1137955	1190700	1245895	1303601	1363968	1399374	1435119	1471744	1508534	1545319	1582770	1621224	1661149	1702599	1745418	1793167	1840812	1888398	1935884	1983444	2030950	2078224	2125660	2173706	2217868	2275925	2334948	2394860	2455361
Pacific island small states	male	469620	483294	497343	511803	526406	541209	555680	569216	582323	595568	608753	621302	633320	645140	657175	669729	683027	697096	712134	728923	745988	762590	779550	796843	814540	832455	849773	865835	880664	894555	908031	920077	931647	944008	956014	967377	979797	994332	1009717	1025035	1039861	1054152	1068010	1081640	1095170	1108479	1121851	1135166	1147436	1158816	1170536	1182573	1194553	1206701	1218997	1231191	1243527	1255948	1268119	1280233	1295071	1312463
Post-demographic dividend	male	367012356	371528186	376130099	380641647	385107581	389404220	393366991	397124057	400824813	404583210	408366264	413105641	417144528	420898083	424509724	427911345	430923492	433856289	436789796	439882472	442912344	445943543	448712618	451272618	453669992	456083960	458653794	461321852	464101592	467119286	470264763	473894229	477340543	480525214	483375540	486053724	488806525	491433444	493913221	496359166	498922205	501335117	503829495	506325788	508948872	511549949	514361194	517436076	520634116	523356053	525822863	527411928	529882095	532463535	535135086	537777819	540444204	542701614	544800901	546508834	548587623	548196087
French Polynesia	male	43740	44766	45901	47283	48937	50739	52606	54533	56529	58599	60743	62971	65378	67938	70532	73144	75787	78535	81124	83520	86029	88680	91409	93783	95888	98175	100559	102969	105499	107963	110222	112390	114463	116490	118451	120307	122156	124007	125817	127680	129619	131568	133515	135482	137450	139403	141296	142844	143906	144639	145253	145852	146369	146929	147681	148478	149191	150002	150960	151899	152872	153778
Qatar	male	18541	20777	23819	27351	31334	35746	40722	46399	52727	59638	68845	80122	91492	102954	114515	126169	137936	149840	161893	174109	186499	199075	211799	224580	237319	249973	261209	270695	279822	288974	298156	307372	316590	325762	334865	343842	352599	366945	388277	410964	433815	456796	480524	504789	522707	579378	727596	921361	1103898	1233563	1297966	1350880	1415197	1507300	1651832	1817181	1955530	2031540	2054595	2055936	2005391	1953675
Romania	male	8950251	9029203	9094608	9159401	9223495	9282644	9373983	9527897	9655049	9755117	9870886	9971839	10065138	10149189	10241696	10368453	10490580	10592135	10695297	10769823	10832521	10908152	10971260	11014940	11055373	11100820	11151255	11206013	11258779	11309157	11327418	11226330	11120556	11099049	11075264	11043424	11000981	10958230	10923913	10895720	10871696	10711158	10511655	10437405	10381596	10321646	10264061	10115633	9948846	9864987	9804746	9755829	9712178	9675668	9639244	9594901	9541664	9486693	9429212	9377040	9320317	9244086
Russian Federation	male	53715149	54464628	55213503	55965087	56712371	57451440	57875108	58289869	58704423	59116615	59420718	59726190	60136343	60559766	60985519	61413746	61932817	62471246	63019351	63547973	64074770	64589635	65086831	65571471	66168683	66790082	67396755	68015625	68606492	69135864	69334125	69574539	69658422	69615748	69554464	69473134	69308240	69154630	69023959	68794406	68464819	68107925	67715029	67309072	66921101	66542026	66219710	66050853	65997139	66009601	66053102	66137295	66292589	66481170	66665787	66823446	66964302	67064796	67084512	67076532	66925854	66624709
Rwanda	male	1469241	1509920	1548098	1582784	1619013	1661938	1710104	1763312	1820100	1878579	1938390	1998484	2059140	2121711	2185811	2251126	2317807	2385501	2454768	2530646	2616733	2713427	2818389	2921086	3019095	3123305	3237871	3355654	3463454	3556472	3644062	3724724	3807610	3927491	3308544	2751147	3250704	3713175	3829146	3865213	3904282	3949825	4014653	4110419	4224817	4344019	4467349	4594932	4725056	4856381	4989230	5123057	5255735	5388720	5524552	5663777	5809454	5960539	6112819	6266092	6423145	6582239
South Asia	male	296036372	303088575	310340184	317786588	325415783	333076306	340712406	348494920	356584202	364932373	373392158	381416415	389709026	398897851	408322735	417855862	427441289	437276402	447391769	457739026	468463908	479320647	490484969	502192623	514151971	526293607	538555357	550914172	563488317	576321713	589176876	602052456	615316304	629051909	642928501	656705620	670402001	684134114	697978898	711912565	725864783	739919314	754094087	767985948	781365635	794295169	806646032	818389365	829922081	841672660	853704050	865853001	877688764	889189237	900408616	911084264	921664173	932477239	943150770	953512430	963820551	973330021
Saudi Arabia	male	2112675	2185102	2264514	2349938	2441065	2537904	2640472	2750465	2869387	2997831	3138500	3296426	3476608	3678640	3898052	4143899	4409023	4682826	4969329	5264577	5570413	5885125	6208137	6544204	6890859	7244513	7603359	7967798	8341808	8724566	9114257	9500950	9870913	10199979	10504597	10806201	11100958	11401339	11706297	12011628	12317247	12623833	12928084	13221628	13489705	13900240	14481085	15083370	15700185	16324114	16865108	17276508	17644476	18009033	18364145	18774108	19291301	19828621	20335495	20836089	20886852	20766246
Sudan	male	4189386	4315999	4449016	4585253	4729533	4881209	5029387	5179092	5335075	5495118	5660726	5839516	6031769	6237654	6487351	6778079	7080043	7400180	7741783	8098804	8472867	8861656	9241709	9543290	9756023	9941119	10137606	10312015	10405037	10525660	10718531	10908230	11075709	11254648	11511290	11796609	12068791	12350831	12618570	12905335	13231789	13550233	13855688	14157975	14469105	14811660	15199862	15624739	16057614	16495485	16888820	17226354	17593602	18005088	18506560	19086685	19686813	20335703	20993202	21607642	22209433	22814719
Senegal	male	1633688	1683168	1733990	1786083	1839822	1895958	1954818	2016259	2079797	2145046	2211972	2280602	2350963	2422854	2494233	2562544	2627390	2686849	2743704	2803688	2868004	2937020	3010490	3087738	3168251	3253685	3345548	3442241	3541274	3642307	3746257	3852352	3959573	4067706	4174733	4278552	4378872	4477010	4575803	4678701	4786669	4899113	5016669	5139658	5267939	5401974	5542900	5689190	5839565	5996251	6159215	6327295	6500266	6676682	6859154	7048291	7242618	7443229	7649754	7860618	8076926	8297057
Singapore	male	828888	861618	887831	912954	939133	964017	990111	1014272	1033501	1051264	1068642	1087629	1107087	1127022	1144999	1160921	1175817	1191170	1204291	1217820	1231982	1291422	1347539	1363244	1387236	1386609	1382002	1399406	1431843	1470911	1527565	1573629	1625226	1670325	1726929	1783814	1861991	1929995	2001030	2021236	2058118	2110833	2123960	2086728	2106721	2156125	2235301	2346238	2489956	2580983	2638441	2699466	2769034	2816675	2855844	2891691	2930247	2933188	2947272	2981453	2972860	2852509
Solomon Islands	male	71005	72782	74625	76543	78530	80588	82719	84925	87215	89599	92084	94514	96913	99462	102188	105053	108119	111499	115138	118974	122977	127127	131415	135840	140414	145127	149858	154486	159091	163785	168581	173479	178484	183612	188881	194296	199819	205403	211057	216738	222168	227319	232444	237617	242852	248157	253589	259158	264829	270736	277024	283714	290777	298140	305726	313454	321267	329135	337049	345031	353241	361683
Sierra Leone	male	1128802	1148590	1169384	1191157	1213964	1237736	1262160	1287382	1313310	1339509	1366322	1393313	1420527	1448494	1476898	1505590	1534216	1564024	1595633	1628194	1662074	1697056	1733277	1771761	1812262	1854143	1901185	1954002	2008589	2060569	2143994	2171107	2133932	2131781	2142031	2147008	2159117	2188630	2211204	2222342	2275881	2412807	2554938	2661461	2754047	2830690	2895765	2962281	3039735	3125747	3215628	3304869	3394323	3483704	3572787	3660930	3751483	3844264	3936943	4030454	4124768	4218841
El Salvador	male	1374363	1413999	1454341	1494869	1537221	1581686	1627514	1673903	1720311	1766058	1810396	1853696	1897622	1942803	1988463	2033565	2076910	2119345	2160789	2199361	2230764	2241529	2257807	2295166	2334767	2377182	2420316	2465162	2514050	2560531	2604746	2649076	2692416	2728859	2756166	2780097	2801044	2820521	2838747	2855297	2869807	2881789	2890463	2895077	2896010	2893341	2887716	2890138	2901244	2911996	2922675	2933557	2944707	2955948	2966755	2976076	2983896	2989691	2992279	2992539	2997430	3006692
San Marino	male	7873	8049	8232	8411	8588	8777	8949	9117	9316	9379	9274	9294	9444	9633	9834	10004	10165	10302	10430	10550	10663	10776	10868	10936	10977	11030	11068	11040	11056	11170	11328	11481	11646	11815	11957	12107	12272	12452	12668	12896	13120	13378	13687	13998	14246	14460	14694	14899	15052	15222	15470	15831	16096	16186	16241	16328	16453	16564	16626	16650	16563	16419
Somalia	male	1429176	1466821	1505583	1545437	1586335	1628540	1671785	1716068	1761603	1808264	1856359	1905321	1955496	2007824	2059811	2111263	2164247	2222416	2386706	2702388	2944488	2966479	2975593	3071636	3185667	3317345	3457285	3583045	3581550	3513928	3492296	3355648	3201070	3297332	3468198	3595262	3727494	3860050	4023019	4188542	4358791	4535229	4707222	4882566	5063740	5240348	5400747	5568675	5733318	5877311	6026604	6122342	6234944	6441979	6671284	6899404	7164565	7450912	7725140	8011375	8290471	8555628
Serbia	male	3152821	3179293	3205775	3227253	3247005	3264517	3290365	3311958	3331236	3347751	3362520	3383790	3404773	3425324	3445554	3464799	3491946	3515644	3536669	3555530	3571391	3592627	3609402	3622775	3632867	3639989	3655321	3665850	3672541	3676807	3678949	3682186	3705072	3729716	3745751	3691652	3686681	3674812	3658723	3642672	3628454	3620295	3615272	3606727	3597966	3586247	3570629	3554182	3537191	3521164	3505105	3475850	3457540	3439310	3421938	3404097	3385520	3367107	3348634	3330387	3307322	3275476
Sub-Saharan Africa (excluding high income)	male	113272064	116005590	118872973	121854983	124959936	128187103	131497665	134907009	138455643	142131454	145941238	149902101	153982729	158259100	162798151	167519801	172354825	177256781	182470003	188000420	193597056	199343439	205253406	210984437	216648607	222553628	228859685	235593139	242303109	249136010	256174210	263199168	270182667	277240859	284397481	291824804	299536283	307347400	315374584	323671869	332327577	341316580	350607469	360205232	370143326	380409821	391034001	402059459	413433718	425101658	437104941	449404220	461980917	474924714	488206126	501940047	515738446	529618518	543940061	558561717	573482620	588441779
South Sudan	male	1444785	1462020	1480518	1498458	1521054	1545149	1560303	1571946	1585597	1599501	1613595	1636818	1668881	1707472	1752462	1798414	1845285	1893227	1942204	1992097	2043099	2095305	2148649	2201161	2250675	2301392	2356553	2389494	2347479	2293854	2314069	2369474	2409441	2433008	2492420	2571132	2634715	2709351	2759850	2832469	2965961	3107655	3255319	3410677	3575657	3751112	3937316	4134132	4339678	4544755	4789793	5056279	5287401	5491442	5545556	5536196	5472936	5269584	5139223	5167140	5248072	5320584
Sub-Saharan Africa	male	113292742	116026902	118894897	121877512	124983071	128210861	131522060	134932048	138481331	142157794	145968230	149929678	154011026	158287856	162827430	167549758	172385384	177287937	182501288	188031952	193628851	199375589	205285708	211016663	216680986	222586231	228892452	235627284	242337395	249170557	256208967	263234432	270218121	277277077	284434651	291862431	299574353	307385992	315414088	323712217	332368369	341357488	350649707	360247080	370185137	380451935	391077111	402102904	413478272	425146519	437151224	449449466	462026768	474971561	488253813	501988891	515788025	529668784	543990889	558613085	573534484	588494078
Small states	male	6905944	7044796	7195738	7348915	7497928	7639706	7779155	7924679	8078247	8231475	8389706	8558386	8733940	8916233	9105436	9308047	9521956	9743833	9966867	10187657	10408571	10627287	10849405	11077179	11308344	11548165	11790399	12029543	12270727	12533042	12800306	13052554	13255563	13451738	13663281	13868267	14088613	14318590	14556171	14803311	15050221	15291805	15532889	15775586	16026918	16331702	16741614	17211793	17679670	18098053	18434094	18737701	19073832	19455011	19893435	20362629	20806790	21189877	21527045	21806409	21985977	22163111
Sao Tome and Principe	male	38316	38494	38516	38522	38538	38587	38702	38913	39230	39633	40209	40921	41620	42324	43075	43915	44867	45920	47051	48166	49157	49980	50709	51452	52261	53224	54345	55623	57032	58448	59831	61163	62447	63724	64980	66200	67388	68532	69618	70648	71620	72901	74706	76681	78656	80650	82666	84721	86800	88860	90858	92829	94793	96719	98594	100410	102168	103865	105507	107123	109112	111305
Suriname	male	134585	139398	144720	150533	156239	161790	167496	173437	179602	185946	192382	198716	201415	200445	199185	197655	195867	193820	191525	188921	187563	187838	188468	189454	190991	193207	195735	197898	200455	203501	205650	207218	208941	210326	212373	216548	221658	226598	231434	236184	240845	245436	249959	254376	257822	260410	263086	265833	268623	271450	274293	277111	279884	282602	285276	287993	290757	293536	296341	299437	302656	305387
Slovak Republic	male	2009173	2072402	2096374	2118026	2140356	2162100	2182001	2199806	2216038	2231920	2240239	2248717	2267085	2288208	2311111	2334565	2358620	2383130	2406610	2429488	2448445	2464843	2482374	2498942	2514472	2529859	2544126	2556696	2568372	2578695	2587936	2588127	2587344	2595800	2604835	2611268	2615737	2619560	2621838	2623049	2618082	2612748	2611957	2610358	2610221	2611029	2611614	2612857	2615583	2619923	2623393	2627802	2633443	2637146	2640390	2643961	2648698	2653970	2658718	2663171	2665719	2659702
Slovenia	male	751885	757203	762895	770488	778900	788135	799143	809633	817928	823465	829725	836830	843808	851023	855869	864584	877715	888703	898777	908795	918146	920833	922663	928303	932844	937262	948881	960226	962649	963011	963666	964549	964003	962651	962483	963649	963971	963563	962370	963947	967614	969849	972033	974024	976153	979493	984336	991510	994773	1005679	1012012	1015297	1017964	1019840	1021337	1023640	1026841	1029929	1036095	1045795	1055356	1059477
Sweden	male	3734741	3752865	3774110	3795922	3824954	3861625	3898902	3929139	3951334	3978836	4015240	4041360	4051156	4055580	4064350	4077325	4088769	4099627	4107770	4113039	4118146	4120361	4120317	4120051	4121986	4127408	4135895	4148713	4167298	4195188	4227905	4257022	4282283	4307558	4338433	4361185	4368142	4370833	4373648	4377968	4386578	4400543	4417564	4436701	4456884	4477573	4505908	4543220	4582936	4626413	4670485	4710512	4750463	4796177	4849287	4906255	4973853	5046973	5111494	5168880	5211232	5246680
Eswatini	male	166980	170635	174364	178271	182488	187155	192233	197284	202081	206898	211931	217212	222755	228583	234821	241557	248845	256840	265592	274839	284377	292697	301307	311639	322348	334990	349133	363550	381579	397490	411659	429608	447397	461560	461697	461563	471488	478870	484700	490870	496570	501668	505974	509632	512898	515804	518532	521420	525058	529313	533566	537868	542408	547273	552371	557649	563119	568650	574204	579801	585916	591831
Sint Maarten (Dutch part)	male	1258	1389	1540	1702	1873	2054	2245	2451	2669	2896	3134	3376	3622	3876	4141	4424	4718	5031	5359	5694	6034	6474	7122	7883	8657	9450	10265	11107	11973	12870	13808	14787	15535	15757	15693	15600	15482	15344	15333	15219	14902	14909	14963	15263	15712	15914	16068	16192	16206	16274	16127	15805	17203	19052	19734	20431	21132	21459	21648	22120	22579	22932
Seychelles	male	20678	21312	21924	22529	23135	23758	24395	25039	25688	26340	26992	27577	28297	28756	29279	29957	30559	31156	31285	31532	31795	32150	32302	32226	32379	32603	32767	34145	34286	34547	34757	35264	35454	36218	37170	37627	38070	38592	39504	40348	40792	40908	42238	41848	41811	42114	43110	43445	44554	44861	46283	45246	45851	46847	47687	48844	49579	50266	50828	51368	51864	52299
Syrian Arab Republic	male	2366122	2437246	2509403	2584970	2664306	2747778	2835244	2926363	3021445	3121394	3226063	3336856	3453372	3571133	3692523	3820331	3952892	4090008	4231993	4378344	4528252	4680883	4832933	4994708	5170379	5351282	5536739	5725450	5915573	6105375	6294282	6482015	6670047	6861420	7054827	7251008	7449878	7648408	7847538	8048389	8251720	8461998	8680305	8904161	9141476	9393082	9818867	10455630	10842593	11020640	11277036	11474102	11405754	10836931	10109590	9663595	9533468	9532365	9697361	10073931	10407665	10681137
Turks and Caicos Islands	male	2530	2559	2578	2591	2615	2638	2655	2677	2697	2707	2716	2761	2845	2942	3041	3147	3260	3374	3492	3606	3746	3944	4169	4399	4636	4869	5101	5338	5574	5811	6066	6378	6721	7066	7415	7765	8118	8476	8841	9220	9610	10041	10559	11129	11691	12249	12812	13382	13959	14534	15098	15635	16262	17020	17718	18491	19341	20137	20953	21739	22325	22729
Chad	male	1495228	1524461	1554607	1585512	1616897	1648169	1678812	1709470	1741280	1774791	1810190	1847059	1887274	1931071	1974838	2016667	2055899	2093092	2130062	2174331	2176466	2176358	2282534	2399832	2429398	2452231	2527102	2616073	2705297	2799444	2876884	2984198	3115664	3189990	3264389	3414569	3572593	3700196	3831691	3970550	4111592	4253942	4406601	4588681	4800259	4999038	5182293	5363575	5554274	5755890	5958154	6172449	6393699	6627120	6869575	7093122	7321597	7570735	7831899	8094822	8355035	8623530
East Asia & Pacific (IDA & IBRD countries)	male	449943117	449257330	454914046	466409413	477708126	489276035	502538062	515470026	528931478	543290845	558119904	573317303	587657671	601507862	614572145	626285175	637049139	647244476	657600157	668031761	678255663	688887229	700689175	712538256	723846365	735513698	747962229	761201064	774641996	787836542	800865851	813450820	825371498	836923944	848347858	859514369	870517192	881436125	891925748	901743508	911013174	919814590	928199851	936259266	944079375	951865489	959506201	966961158	974341351	981595961	988747482	996368015	1004958472	1013414512	1021519305	1029224570	1036842947	1044551123	1051096883	1056737315	1061330608	1064429761
Europe & Central Asia (IDA & IBRD countries)	male	143436054	145918064	148392567	150888106	153377321	155735980	157767943	159886920	161952894	163914101	165619895	167349525	169341887	171338579	173353974	175376188	177421044	179437370	181422524	183355750	185330731	187341237	189347023	191409585	193593872	195757135	197915219	200093732	202196071	203968477	205367107	206591882	207428486	208054577	208450577	208620685	208856219	209058594	209140943	209040323	208823554	208584194	208344750	208309091	208372965	208469221	208661190	208966681	209530141	210351503	211312754	212399076	213517032	214824552	216229282	217632628	218911585	219959078	220728733	221450718	221965282	222114619
Togo	male	814226	827764	841671	856514	874389	898112	928953	966076	1006649	1047356	1085717	1120582	1152340	1182523	1212387	1242309	1272540	1303273	1334932	1369109	1407774	1451784	1500536	1552167	1604938	1656948	1708215	1760789	1814799	1869689	1925696	1982825	2040975	2027770	2035479	2129035	2212365	2285950	2354170	2424508	2495124	2564478	2633356	2703985	2777186	2851642	2934396	3022581	3111737	3201540	3289956	3380347	3471351	3563146	3656155	3750461	3846363	3943847	4042391	4142015	4243063	4345278
Thailand	male	13322093	13725683	14149320	14588805	15042779	15510808	15987417	16470407	16960085	17455755	17962802	18475306	18992340	19514805	20030891	20535791	21022782	21502695	21981731	22454279	22937469	23425833	23906506	24386866	24865574	25340440	25810188	26275616	26738155	27190029	27614883	28009783	28386917	28753042	29115033	29472127	29818547	30156258	30485611	30791112	31072431	31347349	31620770	31884756	32138214	32378837	32612264	32849413	33082657	33307128	33511372	33702397	33893784	34073118	34231954	34365474	34486044	34594141	34671370	34723388	34769467	34794010
Tajikistan	male	1042893	1080992	1120689	1161677	1203755	1246793	1290707	1335586	1381681	1428655	1475598	1522506	1570265	1619438	1670384	1723462	1778682	1835909	1894544	1952924	2010688	2069260	2129551	2192068	2257269	2318320	2376430	2438671	2503655	2580876	2660318	2732863	2784423	2813432	2855095	2912932	2974898	3014881	3030353	3040596	3079596	3150466	3221269	3291092	3360112	3429032	3498489	3569645	3643840	3722239	3804994	3892015	3982893	4077789	4176922	4279505	4383379	4486281	4590127	4696898	4801489	4906143
Turkmenistan	male	781511	809293	838014	867391	897164	927093	957053	987034	1017133	1047524	1078399	1109912	1141951	1174525	1207681	1241067	1274594	1308359	1342432	1376898	1410591	1443959	1478630	1514671	1552360	1592168	1634278	1678068	1721940	1768893	1819653	1871520	1924800	1978325	2029735	2077088	2114779	2146464	2180687	2215670	2249823	2282951	2315065	2345215	2375657	2408711	2442930	2478447	2516289	2557135	2601133	2648113	2697724	2749149	2801215	2853236	2904744	2955061	3003587	3050231	3096157	3141729
Latin America & the Caribbean (IDA & IBRD countries)	male	104675927	107628432	110660753	113765154	116934842	120159020	123414614	126695489	130000595	133330402	136690490	140068130	143480033	146958396	150494199	154077798	157704123	161431012	165269140	169151213	173035339	176853616	180654500	184514103	188392900	192266991	196133213	199995145	203876869	207763109	211708454	215680675	219614530	223538164	227471445	231390251	235251290	239076086	242866611	246604725	250266314	253848519	257355829	260759712	264108273	267424088	270671721	273856900	276959666	280016301	282972576	286199495	289425170	292584634	295712916	298814886	301883413	304887167	307770877	310496662	312913944	314955451
